"Step","Our Work - island_2_best_score","Our Work - island_2_best_score__MIN","Our Work - island_2_best_score__MAX","Benchmark - island_2_best_score","Benchmark - island_2_best_score__MIN","Benchmark - island_2_best_score__MAX"
"337","-212","-212","-212","-210.4","-210.4","-210.4"
"338","-212","-212","-212","-210.4","-210.4","-210.4"
"339","-212","-212","-212","-210.4","-210.4","-210.4"
"340","","","","-210.4","-210.4","-210.4"
"342","-212","-212","-212","","",""
"345","-212","-212","-212","","",""
"349","","","","-210.4","-210.4","-210.4"
"352","","","","-210.4","-210.4","-210.4"
"355","","","","-210.4","-210.4","-210.4"
"358","","","","-210.4","-210.4","-210.4"
"361","-212","-212","-212","","",""
"362","-212","-212","-212","","",""
"363","-212","-212","-212","","",""
"366","-212","-212","-212","","",""
"379","","","","-210.4","-210.4","-210.4"
"382","","","","-210.4","-210.4","-210.4"
"383","-212","-212","-212","","",""
"384","-212","-212","-212","","",""
"386","","","","-210.4","-210.4","-210.4"
"388","-212","-212","-212","-210.4","-210.4","-210.4"
"390","-212","-212","-212","","",""
"391","-212","-212","-212","-210.4","-210.4","-210.4"
"392","","","","-210.4","-210.4","-210.4"
"393","-212","-212","-212","-210.4","-210.4","-210.4"
"394","-212","-212","-212","","",""
"395","","","","-210.4","-210.4","-210.4"
"397","","","","-210.4","-210.4","-210.4"
"399","","","","-210.4","-210.4","-210.4"
"401","","","","-210.4","-210.4","-210.4"
"402","","","","-210.4","-210.4","-210.4"
"403","-212","-212","-212","","",""
"404","","","","-210.4","-210.4","-210.4"
"406","-212","-212","-212","","",""
"407","","","","-210.4","-210.4","-210.4"
"408","-212","-212","-212","","",""
"409","-212","-212","-212","","",""
"411","-212","-212","-212","","",""
"412","-212","-212","-212","","",""
"414","-212","-212","-212","","",""
"417","-212","-212","-212","","",""
"422","-212","-212","-212","-210.4","-210.4","-210.4"
"423","","","","-210.4","-210.4","-210.4"
"425","-212","-212","-212","-210.4","-210.4","-210.4"
"426","","","","-210.4","-210.4","-210.4"
"428","-212","-212","-212","-210.4","-210.4","-210.4"
"429","","","","-210.4","-210.4","-210.4"
"430","-212","-212","-212","","",""
"431","","","","-210.4","-210.4","-210.4"
"432","","","","-210.4","-210.4","-210.4"
"442","-212","-212","-212","","",""
"445","-212","-212","-212","-210.4","-210.4","-210.4"
"447","","","","-210.4","-210.4","-210.4"
"448","-212","-212","-212","-210.4","-210.4","-210.4"
"450","-212","-212","-212","-210.4","-210.4","-210.4"
"455","-212","-212","-212","","",""
"456","-212","-212","-212","","",""
"457","-212","-212","-212","","",""
"458","-212","-212","-212","","",""
"459","-212","-212","-212","","",""
"461","-212","-212","-212","","",""
"462","-212","-212","-212","-209.8","-209.8","-209.8"
"463","","","","-209.8","-209.8","-209.8"
"464","-212","-212","-212","-209.8","-209.8","-209.8"
"465","-212","-212","-212","-209.8","-209.8","-209.8"
"466","","","","-209.8","-209.8","-209.8"
"467","-212","-212","-212","-209.8","-209.8","-209.8"
"468","-212","-212","-212","","",""
"469","","","","-209.8","-209.8","-209.8"
"470","-212","-212","-212","","",""
"471","-212","-212","-212","","",""
"472","-212","-212","-212","-209.8","-209.8","-209.8"
"473","-212","-212","-212","","",""
"474","-212","-212","-212","","",""
"475","-212","-212","-212","","",""
"476","-212","-212","-212","","",""
"477","","","","-209.8","-209.8","-209.8"
"479","-212","-212","-212","-209.8","-209.8","-209.8"
"482","-212","-212","-212","","",""
"494","","","","-209.8","-209.8","-209.8"
"495","-212","-212","-212","","",""
"496","-212","-212","-212","-209.8","-209.8","-209.8"
"498","-212","-212","-212","","",""
"499","-212","-212","-212","","",""
"501","","","","-209.8","-209.8","-209.8"
"502","-212","-212","-212","","",""
"504","-212","-212","-212","-209.8","-209.8","-209.8"
"506","","","","-209.8","-209.8","-209.8"
"507","","","","-209.8","-209.8","-209.8"
"508","-212","-212","-212","-209.8","-209.8","-209.8"
"509","-212","-212","-212","","",""
"510","-212","-212","-212","-209.8","-209.8","-209.8"
"512","","","","-209.8","-209.8","-209.8"
"513","-212","-212","-212","","",""
"514","","","","-209.8","-209.8","-209.8"
"516","-212","-212","-212","","",""
"520","","","","-209.8","-209.8","-209.8"
"521","-212","-212","-212","","",""
"522","","","","-209.8","-209.8","-209.8"
"523","-212","-212","-212","","",""
"525","-212","-212","-212","","",""
"526","","","","-209.8","-209.8","-209.8"
"527","-212","-212","-212","-209.8","-209.8","-209.8"
"528","-212","-212","-212","-209.8","-209.8","-209.8"
"530","-212","-212","-212","-209.8","-209.8","-209.8"
"532","-212","-212","-212","","",""
"535","-212","-212","-212","","",""
"536","","","","-209.8","-209.8","-209.8"
"537","","","","-209.8","-209.8","-209.8"
"539","-212","-212","-212","","",""
"542","-212","-212","-212","","",""
"557","-212","-212","-212","","",""
"558","-212","-212","-212","-209.8","-209.8","-209.8"
"560","-212","-212","-212","","",""
"561","-212","-212","-212","-209.8","-209.8","-209.8"
"563","-212","-212","-212","-209.8","-209.8","-209.8"
"564","","","","-209.8","-209.8","-209.8"
"565","-212","-212","-212","","",""
"566","","","","-209.8","-209.8","-209.8"
"567","","","","-209.8","-209.8","-209.8"
"568","-212","-212","-212","","",""
"571","-212","-212","-212","","",""
"576","","","","-209.8","-209.8","-209.8"
"579","-212","-212","-212","-209.8","-209.8","-209.8"
"580","-212","-212","-212","-209.8","-209.8","-209.8"
"581","-212","-212","-212","","",""
"583","-212","-212","-212","-209.8","-209.8","-209.8"
"585","-212","-212","-212","","",""
"588","-212","-212","-212","","",""
"590","","","","-209.8","-209.8","-209.8"
"591","","","","-209.8","-209.8","-209.8"
"593","","","","-209.8","-209.8","-209.8"
"596","","","","-209.8","-209.8","-209.8"
"597","-212","-212","-212","","",""
"598","-212","-212","-212","","",""
"599","","","","-209.8","-209.8","-209.8"
"602","","","","-209.8","-209.8","-209.8"
"604","","","","-209.8","-209.8","-209.8"
"606","","","","-209.8","-209.8","-209.8"
"607","-212","-212","-212","-209.8","-209.8","-209.8"
"609","","","","-209.8","-209.8","-209.8"
"610","-212","-212","-212","","",""
"612","","","","-209.8","-209.8","-209.8"
"614","","","","-209.8","-209.8","-209.8"
"619","-212","-212","-212","","",""
"620","","","","-209.8","-209.8","-209.8"
"621","-212","-212","-212","","",""
"622","","","","-209.8","-209.8","-209.8"
"623","-212","-212","-212","","",""
"625","-212","-212","-212","","",""
"628","","","","-209.8","-209.8","-209.8"
"629","-212","-212","-212","","",""
"631","-212","-212","-212","-209.8","-209.8","-209.8"
"634","","","","-209.8","-209.8","-209.8"
"636","","","","-209.8","-209.8","-209.8"
"646","-212","-212","-212","","",""
"647","-212","-212","-212","","",""
"649","-212","-212","-212","","",""
"650","-212","-212","-212","","",""
"652","","","","-209.8","-209.8","-209.8"
"653","","","","-209.8","-209.8","-209.8"
"654","","","","-209.8","-209.8","-209.8"
"655","","","","-209.8","-209.8","-209.8"
"658","-212","-212","-212","","",""
"659","","","","-209.8","-209.8","-209.8"
"660","-212","-212","-212","","",""
"661","","","","-209.8","-209.8","-209.8"
"664","-212","-212","-212","","",""
"665","-212","-212","-212","-209.8","-209.8","-209.8"
"667","","","","-209.8","-209.8","-209.8"
"668","","","","-209.8","-209.8","-209.8"
"669","","","","-209.8","-209.8","-209.8"
"670","","","","-209.8","-209.8","-209.8"
"671","","","","-209.8","-209.8","-209.8"
"672","-212","-212","-212","-209.8","-209.8","-209.8"
"673","-212","-212","-212","-209.8","-209.8","-209.8"
"674","-212","-212","-212","","",""
"675","-212","-212","-212","","",""
"676","-212","-212","-212","-209.8","-209.8","-209.8"
"677","-212","-212","-212","","",""
"678","","","","-209.8","-209.8","-209.8"
"679","-212","-212","-212","","",""
"680","-212","-212","-212","","",""
"682","-212","-212","-212","","",""
"683","-212","-212","-212","","",""
"695","","","","-209.8","-209.8","-209.8"
"697","","","","-209.8","-209.8","-209.8"
"701","","","","-209.8","-209.8","-209.8"
"703","","","","-209.8","-209.8","-209.8"
"704","","","","-209.8","-209.8","-209.8"
"706","","","","-209.8","-209.8","-209.8"
"708","","","","-209.8","-209.8","-209.8"
"710","","","","-209.8","-209.8","-209.8"
"717","-212","-212","-212","","",""
"719","-212","-212","-212","","",""
"721","","","","-209.8","-209.8","-209.8"
"723","","","","-209.8","-209.8","-209.8"
"726","","","","-209.8","-209.8","-209.8"
"728","-212","-212","-212","-209.8","-209.8","-209.8"
"730","-212","-212","-212","","",""
"733","","","","-209.8","-209.8","-209.8"
"734","-212","-212","-212","","",""
"736","-212","-212","-212","-209.8","-209.8","-209.8"
"739","","","","-209.8","-209.8","-209.8"
"740","-212","-212","-212","","",""
"741","-212","-212","-212","","",""
"742","","","","-209.8","-209.8","-209.8"
"744","","","","-209.8","-209.8","-209.8"
"746","","","","-209.8","-209.8","-209.8"
"748","-212","-212","-212","","",""
"750","-212","-212","-212","","",""
"751","-212","-212","-212","","",""
"753","-212","-212","-212","","",""
"760","","","","-209.8","-209.8","-209.8"
"761","","","","-209.8","-209.8","-209.8"
"769","","","","-209.8","-209.8","-209.8"
"771","","","","-209.8","-209.8","-209.8"
"772","","","","-209.8","-209.8","-209.8"
"773","","","","-209.8","-209.8","-209.8"
"774","","","","-209.8","-209.8","-209.8"
"775","","","","-209.8","-209.8","-209.8"
"776","","","","-209.8","-209.8","-209.8"
"777","","","","-209.8","-209.8","-209.8"
"778","-212","-212","-212","","",""
"779","-212","-212","-212","","",""
"782","-212","-212","-212","","",""
"784","-212","-212","-212","","",""
"785","","","","-209.8","-209.8","-209.8"
"787","-212","-212","-212","","",""
"788","","","","-209.8","-209.8","-209.8"
"789","-212","-212","-212","","",""
"791","-212","-212","-212","-209.8","-209.8","-209.8"
"792","-212","-212","-212","","",""
"793","","","","-209.8","-209.8","-209.8"
"794","-212","-212","-212","-209.8","-209.8","-209.8"
"795","-212","-212","-212","-209.8","-209.8","-209.8"
"797","","","","-209.8","-209.8","-209.8"
"799","","","","-209.8","-209.8","-209.8"
"800","-212","-212","-212","-209.8","-209.8","-209.8"
"801","","","","-209.8","-209.8","-209.8"
"803","-212","-212","-212","","",""
"804","-212","-212","-212","","",""
"805","-212","-212","-212","","",""
"806","-212","-212","-212","","",""
"807","-212","-212","-212","","",""
"809","-212","-212","-212","-209.8","-209.8","-209.8"
"811","-212","-212","-212","-209.8","-209.8","-209.8"
"812","","","","-209.8","-209.8","-209.8"
"813","","","","-209.8","-209.8","-209.8"
"815","","","","-209.8","-209.8","-209.8"
"817","","","","-209.8","-209.8","-209.8"
"818","","","","-209.8","-209.8","-209.8"
"819","","","","-209.8","-209.8","-209.8"
"820","","","","-209.8","-209.8","-209.8"
"822","","","","-209.8","-209.8","-209.8"
"824","","","","-209.8","-209.8","-209.8"
"825","","","","-209.8","-209.8","-209.8"
"827","","","","-209.8","-209.8","-209.8"
"829","","","","-209.8","-209.8","-209.8"
"830","","","","-209.8","-209.8","-209.8"
"831","","","","-209.8","-209.8","-209.8"
"833","","","","-209.8","-209.8","-209.8"
"835","","","","-209.8","-209.8","-209.8"
"837","-212","-212","-212","","",""
"838","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"839","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"840","-211.25","-211.25","-211.25","","",""
"843","","","","-209.8","-209.8","-209.8"
"844","","","","-209.8","-209.8","-209.8"
"851","","","","-209.8","-209.8","-209.8"
"853","","","","-209.8","-209.8","-209.8"
"857","","","","-209.8","-209.8","-209.8"
"859","","","","-209.8","-209.8","-209.8"
"860","","","","-209.8","-209.8","-209.8"
"862","","","","-209.8","-209.8","-209.8"
"864","-211.25","-211.25","-211.25","","",""
"865","-211.25","-211.25","-211.25","","",""
"871","-211.25","-211.25","-211.25","","",""
"874","-211.25","-211.25","-211.25","","",""
"875","","","","-209.8","-209.8","-209.8"
"876","","","","-209.8","-209.8","-209.8"
"878","","","","-209.8","-209.8","-209.8"
"880","","","","-209.8","-209.8","-209.8"
"894","-211.25","-211.25","-211.25","","",""
"895","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"896","-211.25","-211.25","-211.25","","",""
"897","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"902","-211.25","-211.25","-211.25","","",""
"903","-211.25","-211.25","-211.25","","",""
"905","","","","-209.8","-209.8","-209.8"
"906","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"908","-211.25","-211.25","-211.25","","",""
"909","","","","-209.8","-209.8","-209.8"
"910","-211.25","-211.25","-211.25","","",""
"911","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"913","-211.25","-211.25","-211.25","","",""
"914","-211.25","-211.25","-211.25","","",""
"921","","","","-209.8","-209.8","-209.8"
"923","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"925","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"926","-211.25","-211.25","-211.25","","",""
"927","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"929","-211.25","-211.25","-211.25","","",""
"930","-211.25","-211.25","-211.25","","",""
"935","-211.25","-211.25","-211.25","","",""
"936","-211.25","-211.25","-211.25","","",""
"938","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"940","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"941","-211.25","-211.25","-211.25","","",""
"942","-211.25","-211.25","-211.25","","",""
"944","-211.25","-211.25","-211.25","","",""
"945","-211.25","-211.25","-211.25","","",""
"951","","","","-209.8","-209.8","-209.8"
"953","","","","-209.8","-209.8","-209.8"
"955","","","","-209.8","-209.8","-209.8"
"956","","","","-209.8","-209.8","-209.8"
"957","","","","-209.8","-209.8","-209.8"
"958","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"959","","","","-209.8","-209.8","-209.8"
"960","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"967","","","","-209.8","-209.8","-209.8"
"968","","","","-209.8","-209.8","-209.8"
"975","","","","-209.8","-209.8","-209.8"
"976","-211.25","-211.25","-211.25","","",""
"978","","","","-209.8","-209.8","-209.8"
"979","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"980","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"982","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"983","","","","-209.8","-209.8","-209.8"
"985","","","","-209.8","-209.8","-209.8"
"986","","","","-209.8","-209.8","-209.8"
"987","-211.25","-211.25","-211.25","-209.8","-209.8","-209.8"
"988","","","","-209.8","-209.8","-209.8"
"989","-211.25","-211.25","-211.25","","",""
"991","-211.25","-211.25","-211.25","","",""
"993","-211.25","-211.25","-211.25","","",""
"998","-211.25","-211.25","-211.25","","",""
"999","-211.2","-211.2","-211.2","","",""
"1000","-211.2","-211.2","-211.2","","",""
"1001","-211.2","-211.2","-211.2","","",""
"1004","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1005","","","","-209.8","-209.8","-209.8"
"1006","-211.2","-211.2","-211.2","","",""
"1008","-211.2","-211.2","-211.2","","",""
"1010","","","","-209.8","-209.8","-209.8"
"1011","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1012","","","","-209.8","-209.8","-209.8"
"1013","","","","-209.8","-209.8","-209.8"
"1014","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1015","","","","-209.8","-209.8","-209.8"
"1016","-211.2","-211.2","-211.2","","",""
"1019","","","","-209.8","-209.8","-209.8"
"1021","","","","-209.8","-209.8","-209.8"
"1024","","","","-209.8","-209.8","-209.8"
"1025","-211.2","-211.2","-211.2","","",""
"1026","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1027","-211.2","-211.2","-211.2","","",""
"1028","-211.2","-211.2","-211.2","","",""
"1030","","","","-209.8","-209.8","-209.8"
"1031","-211.2","-211.2","-211.2","","",""
"1032","","","","-209.8","-209.8","-209.8"
"1033","-211.2","-211.2","-211.2","","",""
"1034","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1035","","","","-209.8","-209.8","-209.8"
"1036","-211.2","-211.2","-211.2","","",""
"1038","","","","-209.8","-209.8","-209.8"
"1039","","","","-209.8","-209.8","-209.8"
"1051","-211.2","-211.2","-211.2","","",""
"1052","-211.2","-211.2","-211.2","","",""
"1053","-211.2","-211.2","-211.2","","",""
"1054","-211.2","-211.2","-211.2","","",""
"1058","","","","-209.8","-209.8","-209.8"
"1059","","","","-209.8","-209.8","-209.8"
"1066","","","","-209.8","-209.8","-209.8"
"1067","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1070","-211.2","-211.2","-211.2","","",""
"1071","","","","-209.8","-209.8","-209.8"
"1072","-211.2","-211.2","-211.2","","",""
"1073","-211.2","-211.2","-211.2","","",""
"1074","","","","-209.8","-209.8","-209.8"
"1075","-211.2","-211.2","-211.2","","",""
"1077","-211.2","-211.2","-211.2","","",""
"1080","","","","-209.8","-209.8","-209.8"
"1081","","","","-209.8","-209.8","-209.8"
"1085","","","","-209.8","-209.8","-209.8"
"1087","","","","-209.8","-209.8","-209.8"
"1088","-211.2","-211.2","-211.2","","",""
"1089","-211.2","-211.2","-211.2","","",""
"1094","","","","-209.8","-209.8","-209.8"
"1095","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1098","-211.2","-211.2","-211.2","","",""
"1100","-211.2","-211.2","-211.2","","",""
"1101","-211.2","-211.2","-211.2","","",""
"1102","","","","-209.8","-209.8","-209.8"
"1104","","","","-209.8","-209.8","-209.8"
"1109","-211.2","-211.2","-211.2","","",""
"1111","-211.2","-211.2","-211.2","","",""
"1114","-211.2","-211.2","-211.2","","",""
"1115","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1117","","","","-209.8","-209.8","-209.8"
"1118","","","","-209.8","-209.8","-209.8"
"1119","","","","-209.8","-209.8","-209.8"
"1124","-211.2","-211.2","-211.2","","",""
"1125","-211.2","-211.2","-211.2","","",""
"1130","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1131","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1132","-211.2","-211.2","-211.2","","",""
"1133","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1135","","","","-209.8","-209.8","-209.8"
"1138","","","","-209.8","-209.8","-209.8"
"1139","-211.2","-211.2","-211.2","","",""
"1140","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1144","-211.2","-211.2","-211.2","","",""
"1145","-211.2","-211.2","-211.2","","",""
"1150","-211.2","-211.2","-211.2","","",""
"1152","-211.2","-211.2","-211.2","","",""
"1156","","","","-209.8","-209.8","-209.8"
"1158","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1161","-211.2","-211.2","-211.2","","",""
"1167","-211.2","-211.2","-211.2","","",""
"1169","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1170","-211.2","-211.2","-211.2","","",""
"1171","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1172","-211.2","-211.2","-211.2","","",""
"1173","-211.2","-211.2","-211.2","","",""
"1174","","","","-209.8","-209.8","-209.8"
"1176","","","","-209.8","-209.8","-209.8"
"1181","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1183","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1184","","","","-209.8","-209.8","-209.8"
"1185","","","","-209.8","-209.8","-209.8"
"1186","","","","-209.8","-209.8","-209.8"
"1188","","","","-209.8","-209.8","-209.8"
"1192","","","","-209.8","-209.8","-209.8"
"1193","","","","-209.8","-209.8","-209.8"
"1194","","","","-209.8","-209.8","-209.8"
"1195","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1196","-211.15","-211.15","-211.15","","",""
"1197","-211.15","-211.15","-211.15","","",""
"1198","-211.15","-211.15","-211.15","","",""
"1200","","","","-209.8","-209.8","-209.8"
"1201","-211.15","-211.15","-211.15","-209.8","-209.8","-209.8"
"1202","-211.15","-211.15","-211.15","","",""
"1210","","","","-209.8","-209.8","-209.8"
"1211","-211.15","-211.15","-211.15","","",""
"1212","","","","-209.8","-209.8","-209.8"
"1213","-211.15","-211.15","-211.15","","",""
"1216","","","","-209.8","-209.8","-209.8"
"1217","-211.15","-211.15","-211.15","","",""
"1218","","","","-209.8","-209.8","-209.8"
"1219","","","","-209.8","-209.8","-209.8"
"1220","-211.15","-211.15","-211.15","","",""
"1221","","","","-209.8","-209.8","-209.8"
"1222","","","","-209.8","-209.8","-209.8"
"1223","-211.15","-211.15","-211.15","","",""
"1224","","","","-209.8","-209.8","-209.8"
"1225","","","","-209.8","-209.8","-209.8"
