"Step","Our Work - island_1_best_score","Our Work - island_1_best_score__MIN","Our Work - island_1_best_score__MAX","Benchmark - island_1_best_score","Benchmark - island_1_best_score__MIN","Benchmark - island_1_best_score__MAX"
"440","","","","-211.95","-211.95","-211.95"
"441","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"442","","","","-211.95","-211.95","-211.95"
"443","","","","-211.95","-211.95","-211.95"
"444","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"451","","","","-211.95","-211.95","-211.95"
"452","-211.5","-211.5","-211.5","","",""
"453","","","","-211.95","-211.95","-211.95"
"454","-211.5","-211.5","-211.5","","",""
"455","","","","-211.95","-211.95","-211.95"
"456","","","","-211.95","-211.95","-211.95"
"458","","","","-211.95","-211.95","-211.95"
"460","","","","-211.95","-211.95","-211.95"
"461","","","","-211.95","-211.95","-211.95"
"468","","","","-211.95","-211.95","-211.95"
"470","","","","-211.95","-211.95","-211.95"
"471","","","","-211.95","-211.95","-211.95"
"473","","","","-211.95","-211.95","-211.95"
"474","","","","-211.95","-211.95","-211.95"
"475","","","","-211.95","-211.95","-211.95"
"476","","","","-211.95","-211.95","-211.95"
"478","","","","-211.95","-211.95","-211.95"
"485","-211.5","-211.5","-211.5","","",""
"486","","","","-211.95","-211.95","-211.95"
"487","","","","-211.95","-211.95","-211.95"
"488","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"489","","","","-211.95","-211.95","-211.95"
"490","","","","-211.95","-211.95","-211.95"
"491","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"494","-211.5","-211.5","-211.5","","",""
"498","","","","-211.95","-211.95","-211.95"
"499","","","","-211.95","-211.95","-211.95"
"500","","","","-211.95","-211.95","-211.95"
"502","","","","-211.95","-211.95","-211.95"
"503","","","","-211.95","-211.95","-211.95"
"505","","","","-211.95","-211.95","-211.95"
"506","-211.5","-211.5","-211.5","","",""
"507","-211.5","-211.5","-211.5","","",""
"518","","","","-211.95","-211.95","-211.95"
"519","","","","-211.95","-211.95","-211.95"
"532","","","","-211.95","-211.95","-211.95"
"533","","","","-211.95","-211.95","-211.95"
"534","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"535","","","","-211.95","-211.95","-211.95"
"536","-211.5","-211.5","-211.5","","",""
"538","","","","-211.95","-211.95","-211.95"
"539","","","","-211.95","-211.95","-211.95"
"540","","","","-211.95","-211.95","-211.95"
"541","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"544","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"545","-211.5","-211.5","-211.5","","",""
"546","-211.5","-211.5","-211.5","","",""
"547","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"548","-211.5","-211.5","-211.5","","",""
"549","-211.5","-211.5","-211.5","","",""
"550","-211.5","-211.5","-211.5","","",""
"551","","","","-211.95","-211.95","-211.95"
"552","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"553","-211.5","-211.5","-211.5","","",""
"554","","","","-211.95","-211.95","-211.95"
"555","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"556","-211.5","-211.5","-211.5","","",""
"559","-211.5","-211.5","-211.5","","",""
"562","-211.5","-211.5","-211.5","","",""
"564","-211.5","-211.5","-211.5","","",""
"566","-211.5","-211.5","-211.5","","",""
"567","-211.5","-211.5","-211.5","","",""
"569","-211.5","-211.5","-211.5","","",""
"570","-211.5","-211.5","-211.5","","",""
"572","-211.5","-211.5","-211.5","","",""
"575","-211.5","-211.5","-211.5","","",""
"578","-211.5","-211.5","-211.5","","",""
"586","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"587","-211.5","-211.5","-211.5","","",""
"588","","","","-211.95","-211.95","-211.95"
"589","-211.5","-211.5","-211.5","","",""
"590","-211.5","-211.5","-211.5","","",""
"592","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"593","-211.5","-211.5","-211.5","","",""
"594","","","","-211.95","-211.95","-211.95"
"595","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"596","-211.5","-211.5","-211.5","","",""
"597","","","","-211.95","-211.95","-211.95"
"602","-211.5","-211.5","-211.5","","",""
"604","-211.5","-211.5","-211.5","","",""
"605","","","","-211.95","-211.95","-211.95"
"606","-211.5","-211.5","-211.5","","",""
"608","","","","-211.95","-211.95","-211.95"
"609","-211.5","-211.5","-211.5","","",""
"610","","","","-211.95","-211.95","-211.95"
"611","","","","-211.95","-211.95","-211.95"
"612","-211.5","-211.5","-211.5","","",""
"613","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"615","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"616","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"617","","","","-211.95","-211.95","-211.95"
"618","","","","-211.95","-211.95","-211.95"
"619","","","","-211.95","-211.95","-211.95"
"621","","","","-211.95","-211.95","-211.95"
"623","","","","-211.95","-211.95","-211.95"
"624","","","","-211.95","-211.95","-211.95"
"625","","","","-211.95","-211.95","-211.95"
"626","","","","-211.95","-211.95","-211.95"
"629","","","","-211.95","-211.95","-211.95"
"632","","","","-211.95","-211.95","-211.95"
"633","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"634","-211.5","-211.5","-211.5","","",""
"635","-211.5","-211.5","-211.5","","",""
"636","-211.5","-211.5","-211.5","","",""
"639","","","","-211.95","-211.95","-211.95"
"642","","","","-211.95","-211.95","-211.95"
"644","","","","-211.95","-211.95","-211.95"
"645","","","","-211.95","-211.95","-211.95"
"646","","","","-211.95","-211.95","-211.95"
"648","","","","-211.95","-211.95","-211.95"
"653","-211.5","-211.5","-211.5","","",""
"655","-211.5","-211.5","-211.5","","",""
"656","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"657","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"659","-211.5","-211.5","-211.5","","",""
"661","-211.5","-211.5","-211.5","","",""
"662","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"663","-211.5","-211.5","-211.5","","",""
"664","","","","-211.95","-211.95","-211.95"
"667","-211.5","-211.5","-211.5","","",""
"669","-211.5","-211.5","-211.5","","",""
"670","-211.5","-211.5","-211.5","","",""
"671","-211.5","-211.5","-211.5","","",""
"677","","","","-211.95","-211.95","-211.95"
"679","","","","-211.95","-211.95","-211.95"
"681","","","","-211.95","-211.95","-211.95"
"684","","","","-211.95","-211.95","-211.95"
"686","","","","-211.95","-211.95","-211.95"
"687","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"688","","","","-211.95","-211.95","-211.95"
"689","-211.5","-211.5","-211.5","","",""
"690","","","","-211.95","-211.95","-211.95"
"692","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"694","","","","-211.95","-211.95","-211.95"
"695","-211.5","-211.5","-211.5","","",""
"696","-211.5","-211.5","-211.5","","",""
"697","-211.5","-211.5","-211.5","","",""
"699","","","","-211.95","-211.95","-211.95"
"702","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"703","-211.5","-211.5","-211.5","","",""
"704","-211.5","-211.5","-211.5","","",""
"706","-211.5","-211.5","-211.5","","",""
"709","","","","-211.95","-211.95","-211.95"
"712","","","","-211.95","-211.95","-211.95"
"713","-211.5","-211.5","-211.5","","",""
"715","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"716","-211.5","-211.5","-211.5","","",""
"717","","","","-211.95","-211.95","-211.95"
"718","-211.5","-211.5","-211.5","","",""
"720","","","","-211.95","-211.95","-211.95"
"722","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"723","-211.5","-211.5","-211.5","","",""
"724","-211.5","-211.5","-211.5","","",""
"725","-211.5","-211.5","-211.5","","",""
"727","","","","-211.95","-211.95","-211.95"
"729","","","","-211.95","-211.95","-211.95"
"730","","","","-211.95","-211.95","-211.95"
"731","","","","-211.95","-211.95","-211.95"
"732","","","","-211.95","-211.95","-211.95"
"734","","","","-211.95","-211.95","-211.95"
"735","-211.5","-211.5","-211.5","","",""
"737","-211.5","-211.5","-211.5","","",""
"738","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"739","-211.5","-211.5","-211.5","","",""
"740","","","","-211.95","-211.95","-211.95"
"742","-211.5","-211.5","-211.5","","",""
"744","-211.5","-211.5","-211.5","","",""
"745","","","","-211.95","-211.95","-211.95"
"746","-211.5","-211.5","-211.5","","",""
"747","-211.5","-211.5","-211.5","","",""
"748","","","","-211.95","-211.95","-211.95"
"749","-211.5","-211.5","-211.5","","",""
"750","","","","-211.95","-211.95","-211.95"
"752","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"754","-211.5","-211.5","-211.5","","",""
"755","-211.5","-211.5","-211.5","","",""
"756","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"758","","","","-211.95","-211.95","-211.95"
"759","-211.5","-211.5","-211.5","","",""
"762","-211.5","-211.5","-211.5","","",""
"763","-211.5","-211.5","-211.5","","",""
"765","-211.5","-211.5","-211.5","","",""
"766","-211.5","-211.5","-211.5","","",""
"768","","","","-211.95","-211.95","-211.95"
"770","-211.5","-211.5","-211.5","-211.95","-211.95","-211.95"
"772","-211.5","-211.5","-211.5","","",""
"773","-211.5","-211.5","-211.5","","",""
"775","-211.5","-211.5","-211.5","","",""
"779","","","","-211.95","-211.95","-211.95"
"781","","","","-211.95","-211.95","-211.95"
"782","","","","-211.95","-211.95","-211.95"
"783","","","","-211.95","-211.95","-211.95"
"784","","","","-211.95","-211.95","-211.95"
"786","","","","-211.95","-211.95","-211.95"
"787","","","","-211.95","-211.95","-211.95"
"789","","","","-211.95","-211.95","-211.95"
"798","-211.5","-211.5","-211.5","","",""
"799","-211.5","-211.5","-211.5","","",""
"801","-211.5","-211.5","-211.5","","",""
"802","-211.5","-211.5","-211.5","","",""
"820","-211.5","-211.5","-211.5","","",""
"821","-211.5","-211.5","-211.5","-211.9","-211.9","-211.9"
"823","","","","-211.9","-211.9","-211.9"
"827","-211.5","-211.5","-211.5","","",""
"828","-211.5","-211.5","-211.5","","",""
"830","-211.5","-211.5","-211.5","","",""
"831","-211.5","-211.5","-211.5","","",""
"832","-211.5","-211.5","-211.5","","",""
"834","-211.5","-211.5","-211.5","","",""
"835","-211.5","-211.5","-211.5","","",""
"840","","","","-211.9","-211.9","-211.9"
"841","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"842","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"843","-211.5","-211.5","-211.5","","",""
"844","-211.5","-211.5","-211.5","","",""
"849","-211.5","-211.5","-211.5","","",""
"850","-211.5","-211.5","-211.5","","",""
"851","-211.5","-211.5","-211.5","","",""
"852","-211.5","-211.5","-211.5","","",""
"853","-211.5","-211.5","-211.5","","",""
"856","-211.5","-211.5","-211.5","","",""
"858","","","","-211.15","-211.15","-211.15"
"861","","","","-211.15","-211.15","-211.15"
"863","","","","-211.15","-211.15","-211.15"
"864","","","","-211.15","-211.15","-211.15"
"865","","","","-211.15","-211.15","-211.15"
"867","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"869","-211.5","-211.5","-211.5","","",""
"872","","","","-211.15","-211.15","-211.15"
"873","-211.5","-211.5","-211.5","","",""
"874","","","","-211.15","-211.15","-211.15"
"875","-211.5","-211.5","-211.5","","",""
"876","-211.5","-211.5","-211.5","","",""
"877","-211.5","-211.5","-211.5","","",""
"878","-211.5","-211.5","-211.5","","",""
"880","-211.5","-211.5","-211.5","","",""
"882","-211.5","-211.5","-211.5","","",""
"883","-211.5","-211.5","-211.5","","",""
"884","-211.5","-211.5","-211.5","","",""
"885","-211.5","-211.5","-211.5","","",""
"886","-211.5","-211.5","-211.5","","",""
"887","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"888","","","","-211.15","-211.15","-211.15"
"889","","","","-211.15","-211.15","-211.15"
"890","-211.5","-211.5","-211.5","","",""
"891","","","","-211.15","-211.15","-211.15"
"893","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"894","","","","-211.15","-211.15","-211.15"
"896","","","","-211.15","-211.15","-211.15"
"898","","","","-211.15","-211.15","-211.15"
"899","","","","-211.15","-211.15","-211.15"
"900","","","","-211.15","-211.15","-211.15"
"902","","","","-211.15","-211.15","-211.15"
"904","","","","-211.15","-211.15","-211.15"
"907","-211.5","-211.5","-211.5","","",""
"909","-211.5","-211.5","-211.5","","",""
"912","-211.5","-211.5","-211.5","","",""
"913","","","","-211.15","-211.15","-211.15"
"914","","","","-211.15","-211.15","-211.15"
"915","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"916","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"917","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"918","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"919","","","","-211.15","-211.15","-211.15"
"920","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"928","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"930","","","","-211.15","-211.15","-211.15"
"931","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"932","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"933","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"934","","","","-211.15","-211.15","-211.15"
"935","","","","-211.15","-211.15","-211.15"
"936","","","","-211.15","-211.15","-211.15"
"937","-211.5","-211.5","-211.5","","",""
"939","-211.5","-211.5","-211.5","","",""
"943","-211.5","-211.5","-211.5","","",""
"945","","","","-211.15","-211.15","-211.15"
"946","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"947","","","","-211.15","-211.15","-211.15"
"948","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"949","","","","-211.15","-211.15","-211.15"
"950","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"952","","","","-211.15","-211.15","-211.15"
"954","","","","-211.15","-211.15","-211.15"
"959","-211.5","-211.5","-211.5","","",""
"961","-211.5","-211.5","-211.5","","",""
"964","-211.5","-211.5","-211.5","","",""
"965","-211.5","-211.5","-211.5","","",""
"970","-211.5","-211.5","-211.5","","",""
"972","-211.5","-211.5","-211.5","","",""
"975","-211.5","-211.5","-211.5","","",""
"978","-211.5","-211.5","-211.5","","",""
"981","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"983","-211.5","-211.5","-211.5","","",""
"984","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"985","-211.5","-211.5","-211.5","","",""
"986","-211.5","-211.5","-211.5","","",""
"988","-211.5","-211.5","-211.5","","",""
"989","","","","-211.15","-211.15","-211.15"
"990","","","","-211.15","-211.15","-211.15"
"994","-211.5","-211.5","-211.5","","",""
"995","","","","-211.15","-211.15","-211.15"
"996","-211.5","-211.5","-211.5","-211.15","-211.15","-211.15"
"1001","","","","-211.15","-211.15","-211.15"
"1002","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1003","","","","-209.8","-209.8","-209.8"
"1005","-211.2","-211.2","-211.2","","",""
"1006","","","","-209.8","-209.8","-209.8"
"1007","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
"1008","","","","-209.8","-209.8","-209.8"
"1009","","","","-209.8","-209.8","-209.8"
"1010","-211.2","-211.2","-211.2","","",""
"1012","-211.2","-211.2","-211.2","","",""
"1013","-211.2","-211.2","-211.2","","",""
"1015","-211.2","-211.2","-211.2","","",""
"1016","","","","-209.8","-209.8","-209.8"
"1017","","","","-209.8","-209.8","-209.8"
"1018","","","","-209.8","-209.8","-209.8"
"1020","","","","-209.8","-209.8","-209.8"
"1021","-211.2","-211.2","-211.2","","",""
"1024","-211.2","-211.2","-211.2","","",""
"1025","","","","-209.8","-209.8","-209.8"
"1027","","","","-209.8","-209.8","-209.8"
"1031","","","","-209.8","-209.8","-209.8"
"1032","-211.2","-211.2","-211.2","","",""
"1033","","","","-209.8","-209.8","-209.8"
"1035","-211.2","-211.2","-211.2","","",""
"1037","-211.2","-211.2","-211.2","","",""
"1038","-211.2","-211.2","-211.2","","",""
"1040","-211.2","-211.2","-211.2","-209.8","-209.8","-209.8"
